dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,21.443761,18.137574,17.727583,1.527231,-6.056994,-2.012972,4.751139
0.020000,21.444758,18.109477,17.755697,1.405710,-6.076036,-0.952074,4.744575
0.020000,21.445508,18.083817,17.781369,1.283562,-6.107402,-1.568346,4.738705
0.020000,21.446059,18.060601,17.804591,1.161126,-6.121826,-0.721174,4.733493
0.020000,21.446449,18.039841,17.825354,1.038170,-6.147782,-1.297813,4.728910
0.020000,21.446715,18.021542,17.843655,0.915050,-6.156016,-0.411674,4.724930
0.020000,21.446887,18.005714,17.859485,0.791481,-6.178418,-1.120121,4.721532
0.020000,21.446990,17.992357,17.872842,0.667864,-6.180847,-0.121460,4.718695
0.020000,21.447046,17.981481,17.883718,0.543789,-6.203775,-1.146393,4.716406
0.020000,21.447072,17.973085,17.892115,0.419825,-6.198195,0.278997,4.714652
0.020000,21.447082,17.967172,17.898028,0.295654,-6.208533,-0.516898,4.713423
0.020000,21.447084,17.963743,17.901456,0.171411,-6.212142,-0.180426,4.712712
0.020000,21.447084,17.962414,17.902785,0.066445,-5.248309,48.191628,4.712438
0.020000,21.447084,17.962179,17.903021,0.011783,-2.733127,125.759117,4.712389
0.020000,21.447084,17.962179,17.903021,0.000000,-0.589136,107.199547,4.712389
